title,kind,authors,day,time,session
"Out of the Echo Chamber: Detecting Countering Debate Speeches Matan Orbach, Yonatan Bilu, Assaf Toledo, Dan Lahav, Michal Jacovi, Ranit",Long,Aharonov and Noam Slonim,2020/07/08,08:00–09:00,"Session 12A Sentiment Analysis, Stylistic Analysis, and Argument Mining-10"
Automatic Generation of Citation Texts in Scholarly Papers: A Pilot Study,Long,"Xinyu Xing, Xiaosheng Fan and Xiaojun Wan",2020/07/08,08:00–09:00,Session 12A Summarization-7
Composing Elementary Discourse Units in Abstractive Summarization,Short,"Zhenwen Li, Wenhao Wu and Sujian Li",2020/07/08,08:00–09:00,Session 12A Summarization-7
"Extractive Summarization as Text Matching Ming Zhong, Pengfei Liu, Yiran Chen, Danqing Wang, Xipeng Qiu and Xuanjing",Long,Huang,2020/07/08,08:00–09:00,Session 12A Summarization-7
Heterogeneous Graph Neural Networks for Extractive Document Summa- rization,Long,"Danqing Wang, Pengfei Liu, Yining Zheng, Xipeng Qiu and Xuanjing Huang",2020/07/08,08:00–09:00,Session 12A Summarization-7
Jointly Learning to Align and Summarize for Neural Cross-Lingual Summa- rization,Long,"Yue Cao, Hui Liu and Xiaojun Wan",2020/07/08,08:00–09:00,Session 12A Summarization-7
Leveraging Graph to Improve Abstractive Multi-Document Summarization,Long,"Wei Li, Xinyan Xiao, Jiachen Liu, Hua Wu, Haifeng Wang and Junping Du",2020/07/08,08:00–09:00,Session 12A Summarization-7
Multi-Granularity Interaction Network for Extractive and Abstractive Multi- Document Summarization,Long,"Hanqi Jin, Tianming Wang and Xiaojun Wan",2020/07/08,08:00–09:00,Session 12A Summarization-7
Zero-shot North Korean to English Neural Machine Translation by Charac- ter Tokenization and Phoneme Decomposition,SRW,"Hwichan Kim, Tosho Hirasawa and Mamoru Komachi",2020/07/08,08:00–09:00,Session 12A Student Research Workshop
Research on Task Discovery for Transfer Learning in Deep Neural Networks,SRW,Arda Akdemir,2020/07/08,08:00–09:00,Session 12A Student Research Workshop
uBLEU: Uncertainty-Aware Automatic Evaluation Method for Open- Domain Dialogue Systems,SRW,"Tsuta Yuma, Naoki Yoshinaga and Masashi Toyoda",2020/07/08,08:00–09:00,Session 12A Student Research Workshop
"Data Manipulation: Towards Effective Instance Learning for Neural Dia- logue Generation via Learning to Augment and Reweight Hengyi Cai, Hongshen Chen, Yonghao Song, Cheng Zhang, Xiaofang Zhao and",Long,Dawei Yin,2020/07/08,09:00–10:00,Session 12B Dialogue and Interactive Systems-15
Diverse and Informative Dialogue Generation with Context-Speciﬁc Com- monsense Knowledge Awareness,Long,"Sixing Wu, Ying Li, Dawei Zhang, Yang Zhou and Zhonghai Wu",2020/07/08,09:00–10:00,Session 12B Dialogue and Interactive Systems-15
"Diversifying Dialogue Generation with Non-Conversational Text Hui Su, Xiaoyu Shen, Sanqiang Zhao, Zhou Xiao, Pengwei Hu, randy zhong, Cheng",Long,Niu and Jie Zhou,2020/07/08,09:00–10:00,Session 12B Dialogue and Interactive Systems-15
"Generate, Delete and Rewrite: A Three-Stage Framework for Improving Persona Consistency of Dialogue Generation",Long,"Haoyu Song, Yan Wang, Wei-Nan Zhang, Xiaojiang Liu and Ting Liu",2020/07/08,09:00–10:00,Session 12B Dialogue and Interactive Systems-15
KdConv: A Chinese Multi-domain Dialogue Dataset Towards Multi-turn Knowledge-driven Conversation,Long,"Hao Zhou, Chujie Zheng, Kaili Huang, Minlie Huang and Xiaoyan Zhu",2020/07/08,09:00–10:00,Session 12B Dialogue and Interactive Systems-15
Learning Efﬁcient Dialogue Policy from Demonstrations through Shaping,Long,"Huimin Wang, Baolin Peng and Kam-Fai Wong",2020/07/08,09:00–10:00,Session 12B Dialogue and Interactive Systems-15
Meta-Reinforced Multi-Domain State Generator for Dialogue Systems,Long,"Yi Huang, Junlan Feng, Min Hu, Xiaoting Wu, Xiaoyu Du and Shuo Ma",2020/07/08,,
Modeling Long Context for Task-Oriented Dialogue State Generation,Short,Jun Quan and Deyi Xiong,2020/07/08,,
Multi-Domain Dialogue Acts and Response Co-Generation,Long,"Kai Wang, Junfeng Tian, Rui Wang, Xiaojun Quan and Jianxing Yu",2020/07/08,,
SAS: Dialogue State Tracking via Slot Attention and Slot Information Shar- ing,Long,"Jiaying Hu, Yan Yang, Chencai Chen, liang he and Zhou Yu",2020/07/08,,
Video-Grounded Dialogues with Pretrained Generation Language Models,Short,Hung Le and Steven C.H. Hoi,2020/07/08,,
"Exploring Contextual Word-level Style Relevance for Unsupervised Style Transfer Chulun Zhou, Liangyu Chen, Jiachen Liu, Xinyan Xiao, Jinsong Su, Sheng Guo",Long,and Hua Wu,2020/07/08,09:00–10:00,Session 12B Generation-11
Heterogeneous Graph Transformer for Graph-to-Sequence Learning,Long,"Shaowei Yao, Tianming Wang and Xiaojun Wan",2020/07/08,09:00–10:00,Session 12B Generation-11
Neural Data-to-Text Generation via Jointly Learning the Segmentation and Correspondence,Long,"Xiaoyu Shen, Ernie Chang, Hui Su, Cheng Niu and Dietrich Klakow",2020/07/08,09:00–10:00,Session 12B Generation-11
An Effective Transition-based Model for Discontinuous NER,Long,"Xiang Dai, Sarvnaz Karimi, Ben Hachey and Cecile Paris",2020/07/08,09:00–10:00,"Session 12B Language Grounding to Vision, Robotics and Beyond-6"
Connecting Embeddings for Knowledge Graph Entity Typing,Long,"Yu Zhao, anxiang zhang, Ruobing Xie, Kang Liu and Xiaojie WANG",2020/07/08,09:00–10:00,"Session 12B Language Grounding to Vision, Robotics and Beyond-6"
Handling Rare Entities for Neural Sequence Labeling,Long,"Yangming Li, Han Li, Kaisheng Yao and Xiaolong Li",2020/07/08,09:00–10:00,"Session 12B Language Grounding to Vision, Robotics and Beyond-6"
"Instance-Based Learning of Span Representations: A Case Study through Named Entity Recognition Hiroki Ouchi, Jun Suzuki, Sosuke Kobayashi, Sho Yokoi, Tatsuki Kuribayashi,",Short,Ryuto Konno and Kentaro Inui,2020/07/08,09:00–10:00,"Session 12B Language Grounding to Vision, Robotics and Beyond-6"
Named Entity Recognition as Dependency Parsing,Short,"Juntao Yu, Bernd Bohnet and Massimo Poesio",2020/07/08,09:00–10:00,"Session 12B Language Grounding to Vision, Robotics and Beyond-6"
"Aligned Dual Channel Graph Convolutional Network for Visual Question Answering Qingbao Huang, Jielong Wei, Yi Cai, Changmeng Zheng, Junying Chen, Ho-fung",Long,Leung and Qing Li,2020/07/08,09:00–10:00,"Session 12B Language Grounding to Vision, Robotics and Beyond-6"
Cross-modal Coherence Modeling for Caption Generation,Long,"Malihe Alikhani, Piyush Sharma, Shengjie Li, Radu Soricut and Matthew Stone",2020/07/08,09:00–10:00,"Session 12B Language Grounding to Vision, Robotics and Beyond-6"
Multimodal Neural Graph Memory Networks for Visual Question Answering,Long,Mahmoud Khademi,2020/07/08,09:00–10:00,"Session 12B Language Grounding to Vision, Robotics and Beyond-6"
Refer360◦: A Referring Expression Recognition Dataset in 360◦ Images,Long,"Volkan Cirik, Taylor Berg-Kirkpatrick and Louis-Philippe Morency",2020/07/08,09:00–10:00,"Session 12B Language Grounding to Vision, Robotics and Beyond-6"
Span-based Localizing Network for Natural Language Video Localization,Long,"Hao Zhang, Aixin Sun, Wei Jing and Joey Tianyi Zhou",2020/07/08,09:00–10:00,"Session 12B Language Grounding to Vision, Robotics and Beyond-6"
"CamemBERT: a Tasty French Language Model Louis Martin, Benjamin Muller, Pedro Javier Ortiz Suárez, Yoann Dupont, Laurent",Long,"Romary, Éric de la Clergerie, Djamé Seddah and Benoît Sagot",2020/07/08,09:00–10:00,"Session 12B Phonology, Morphology and Word Segmentation-4"
Effective Estimation of Deep Generative Language Models,Long,Tom Pelsmaeker and Wilker Aziz,2020/07/08,09:00–10:00,"Session 12B Phonology, Morphology and Word Segmentation-4"
"Evaluating and Enhancing the Robustness of Neural Network-based Depen- dency Parsing Models with Adversarial Examples Xiaoqing Zheng, Jiehang Zeng, Yi Zhou, Cho-Jui Hsieh, Minhao Cheng and Xuan-",Long,jing Huang,2020/07/08,09:00–10:00,"Session 12B Phonology, Morphology and Word Segmentation-4"
"Learning Architectures from an Extended Search Space for Language Mod- eling Yinqiao Li, Chi Hu, Yuhao Zhang, Nuo Xu, Yufan Jiang, Tong Xiao, Jingbo Zhu,",Long,Tongran Liu and changliang li,2020/07/08,09:00–10:00,"Session 12B Phonology, Morphology and Word Segmentation-4"
Null It Out: Guarding Protected Attributes by Iterative Nullspace Projection,Long,"Shauli Ravfogel, Yanai Elazar, Hila Gonen, Michael Twiton and Yoav Goldberg",2020/07/08,09:00–10:00,"Session 12B Phonology, Morphology and Word Segmentation-4"
2kenize: Tying Subword Sequences for Chinese Script Conversion,Long,Pranav A and Isabelle Augenstein,2020/07/08,09:00–10:00,"Session 12B Phonology, Morphology and Word Segmentation-4"
Bootstrapping Techniques for Polysynthetic Morphological Analysis,Long,William Lane and Steven Bird,2020/07/08,09:00–10:00,"Session 12B Phonology, Morphology and Word Segmentation-4"
"Coupling Distant Annotation and Adversarial Training for Cross-Domain Chinese Word Segmentation Ning Ding, Dingkun Long, Guangwei Xu, Muhua Zhu, Pengjun Xie, Xiaobin Wang",Long,and Haitao Zheng,2020/07/08,09:00–10:00,"Session 12B Phonology, Morphology and Word Segmentation-4"
Modeling Morphological Typology for Unsupervised Learning of Language Morphology,Long,"Hongzhi Xu, Jordan Kodner, Mitchell Marcus and Charles Yang",2020/07/08,09:00–10:00,"Session 12B Phonology, Morphology and Word Segmentation-4"
"Predicting Declension Class from Form and Meaning Adina Williams, Tiago Pimentel, Hagen Blix, Arya D. McCarthy, Eleanor Chodroff",Long,and Ryan Cotterell,2020/07/08,09:00–10:00,"Session 12B Phonology, Morphology and Word Segmentation-4"
Predicting the Growth of Morphological Families from Social and Linguistic Factors,Long,"Valentin Hofmann, Janet Pierrehumbert and Hinrich Schütze",2020/07/08,,
Semi-supervised Contextual Historical Text Normalization,Long,Peter Makarov and Simon Clematide,2020/07/08,,
ClarQ: A large-scale and diverse dataset for Clariﬁcation Question Gener- ation,Short,Vaibhav Kumar and Alan W Black,2020/07/08,09:00–10:00,Session 12B Question Answering-10
"DoQA - Accessing Domain-Speciﬁc FAQs via Conversational QA Jon Ander Campos, Arantxa Otegi, Aitor Soroa, Jan Deriu, Mark Cieliebak and",Long,Eneko Agirre,2020/07/08,09:00–10:00,Session 12B Question Answering-10
Harvesting and Reﬁning Question-Answer Pairs for Unsupervised QA,Long,"Zhongli Li, Wenhui Wang, Li Dong, Furu Wei and Ke Xu",2020/07/08,09:00–10:00,Session 12B Question Answering-10
MLQA: Evaluating Cross-lingual Extractive Question Answering,Long,"Patrick Lewis, Barlas Oguz, Ruty Rinott, Sebastian Riedel and Holger Schwenk",2020/07/08,09:00–10:00,Session 12B Question Answering-10
Multi-source Meta Transfer for Low Resource Multiple-Choice Question Answering,Long,"Ming Yan, Hao Zhang, Di Jin and Joey Tianyi Zhou",2020/07/08,09:00–10:00,Session 12B Question Answering-10
"RikiNet: Reading Wikipedia Pages for Natural Question Answering Dayiheng Liu, Yeyun Gong, Jie Fu, Yu Yan, Jiusheng Chen, Daxin Jiang, Jiancheng",Long,Lv and Nan Duan,2020/07/08,09:00–10:00,Session 12B Question Answering-10
Do Neural Models Learn Systematicity of Monotonicity Inference in Natural Language?,Long,"Hitomi Yanaka, Koji Mineshima, Daisuke Bekki and Kentaro Inui",2020/07/08,09:00–10:00,Session 12B Theme-4
Fine-grained Fact Veriﬁcation with Kernel Graph Attention Network,Long,"Zhenghao Liu, Chenyan Xiong, Maosong Sun and Zhiyuan Liu",2020/07/08,09:00–10:00,Session 12B Theme-4
Generating Fact Checking Explanations,Long,"Pepa Atanasova, Jakob Grue Simonsen, Christina Lioma and Isabelle Augenstein",2020/07/08,09:00–10:00,Session 12B Theme-4
How to Ask Good Questions? Try to Leverage Paraphrases,Long,"Xin Jia, Wenjie Zhou, Xu SUN and Yunfang Wu",2020/07/08,09:00–10:00,Session 12B Theme-4
Premise Selection in Natural Language Mathematical Texts,Long,Deborah Ferreira and André Freitas,2020/07/08,09:00–10:00,Session 12B Theme-4
A Call for More Rigor in Unsupervised Cross-lingual Learning,Long,"Mikel Artetxe, Sebastian Ruder, Dani Yogatama, Gorka Labaka and Eneko Agirre",2020/07/08,09:00–10:00,Session 12B Theme-4
"A Tale of a Probe and a Parser Rowan Hall Maudslay, Josef Valvoda, Tiago Pimentel, Adina Williams and Ryan",Short,Cotterell,2020/07/08,09:00–10:00,Session 12B Theme-4
From SPMRL to NMRL: What Did We Learn (and Unlearn) in a Decade of Parsing Morphologically-Rich Languages (MRLs)?,Long,"Reut Tsarfaty, Dan Bareket, Stav Klein and Amit Seker",2020/07/08,09:00–10:00,Session 12B Theme-4
Speech Translation and the End-to-End Promise: Taking Stock of Where We Are,Long,Matthias Sperber and Matthias Paulik,2020/07/08,09:00–10:00,Session 12B Theme-4
The State and Fate of Linguistic Diversity and Inclusion in the NLP World,Long,"Pratik Joshi, Sebastin Santy, Amar Budhiraja, Kalika Bali and Monojit Choudhury",2020/07/08,09:00–10:00,Session 12B Theme-4
What Question Answering can Learn from Trivia Nerds,Long,Jordan Boyd-Graber and Benjamin Börschinger,2020/07/08,,
What are the Goals of Distributional Semantics?,Long,Guy Emerson,2020/07/08,,
Self-Attention is Not Only a Weight: Analyzing BERT with Vector Norms,SRW,"Goro Kobayashi, Tatsuki Kuribayashi, Sho Yokoi and Kentaro Inui",2020/07/08,09:00–10:00,Session 12B Student Research Workshop
Transferring Monolingual Model to Low-Resource Language: The Case of Tigrinya,SRW,"Abrhalei Frezghi Tela, Abraham Woubie Zewoudie and Ville Hautamäki",2020/07/08,09:00–10:00,Session 12B Student Research Workshop
Adaptive Transformers for Learning Multimodal Representations,SRW,Prajjwal Bhargava,2020/07/08,09:00–10:00,Session 12B Student Research Workshop
"Conversation Learner - A Machine Teaching Tool for Building Dialog Man- agers for Task-Oriented Dialog Systems Swadheen Shukla, Lars Liden, Shahin Shayandeh, Eslam Kamal, Jinchao Li, Matt",Demo,"Mazzola, Thomas Park, Baolin Peng and Jianfeng Gao",2020/07/08,12:00–12:45,"[Demo] Torch-Struct: Deep Structured Prediction Library
Alexander Rush"
"ESPnet-ST: All-in-One Speech Translation Toolkit Hirofumi Inaguma, Shun Kiyono, Kevin Duh, Shigeki Karita, Nelson Yalta, Tomoki",Demo,Hayashi and Shinji Watanabe,2020/07/08,12:00–12:45,"[Demo] Torch-Struct: Deep Structured Prediction Library
Alexander Rush"
"Exploring Contextual Word-level Style Relevance for Unsupervised Style Transfer Chulun Zhou, Liangyu Chen, Jiachen Liu, Xinyan Xiao, Jinsong Su, Sheng Guo",Long,and Hua Wu,2020/07/08,12:00–13:00,Session 13A Generation-12
Heterogeneous Graph Transformer for Graph-to-Sequence Learning,Long,"Shaowei Yao, Tianming Wang and Xiaojun Wan",2020/07/08,12:00–13:00,Session 13A Generation-12
Improving Image Captioning with Better Use of Caption,Long,"Zhan Shi, Xu Zhou, Xipeng Qiu and Xiaodan Zhu",2020/07/08,12:00–13:00,Session 13A Generation-12
Neural Data-to-Text Generation via Jointly Learning the Segmentation and Correspondence,Long,"Xiaoyu Shen, Ernie Chang, Hui Su, Cheng Niu and Dietrich Klakow",2020/07/08,12:00–13:00,Session 13A Generation-12
Shape of Synth to Come: Why We Should Use Synthetic Data for English Surface Realization,Short,"Henry Elder, Robert Burke, Alexander O’Connor and Jennifer Foster",2020/07/08,12:00–13:00,Session 13A Generation-12
Syntax-guided Controlled Generation of Paraphrases,TACL,"Ashutosh Kumar, Kabir Ahuja, Raghuram Vadapalli, Partha Talukdar",2020/07/08,12:00–13:00,Session 13A Generation-12
Toward Better Storylines with Sentence-Level Language Models,Short,"Daphne Ippolito, David Grangier, Douglas Eck and Chris Callison-Burch",2020/07/08,12:00–13:00,Session 13A Generation-12
A Two-Step Approach for Implicit Event Argument Detection,Short,"Zhisong Zhang, Xiang Kong, Zhengzhong Liu, Xuezhe Ma and Eduard Hovy",2020/07/08,12:00–13:00,Session 13A Information Extraction-7
A Uniﬁed MRC Framework for Named Entity Recognition,Long,"Xiaoya Li, Jingrong Feng, Yuxian Meng, Qinghong Han, Fei Wu and Jiwei Li",2020/07/08,12:00–13:00,Session 13A Information Extraction-7
"Continual Relation Learning via Episodic Memory Activation and Recon- solidation Xu Han, Yi Dai, Tianyu Gao, Yankai Lin, Zhiyuan Liu, Peng Li, Maosong Sun and",Long,Jie Zhou,2020/07/08,12:00–13:00,Session 13A Information Extraction-7
Improving Candidate Generation for Low-resource Cross-lingual Entity Linking,TACL,"Shuyan Zhou, Shruti Rijhwani, John Wieting, Jaime Carbonell, Graham Neubig",2020/07/08,12:00–13:00,Session 13A Information Extraction-7
Improving Entity Linking through Semantic Reinforced Entity Embeddings,Short,"Feng Hou, Ruili Wang, Jun He and Yi Zhou",2020/07/08,12:00–13:00,Session 13A Information Extraction-7
Machine Reading of Historical Events,Long,"Or Honovich, Lucas Torroba Hennigen, Omri Abend and Shay B. Cohen",2020/07/08,12:00–13:00,Session 13A Information Extraction-7
Relation Extraction with Explanation,Short,"Hamed Shahbazi, Xiaoli Fern, Reza Ghaeini and Prasad Tadepalli",2020/07/08,12:00–13:00,Session 13A Information Extraction-7
Revisiting Unsupervised Relation Extraction,Short,"Thy Thy Tran, Phong Le and Sophia Ananiadou",2020/07/08,12:00–13:00,Session 13A Information Extraction-7
SciREX: A Challenge Dataset for Document-Level Information Extraction,Long,"Sarthak Jain, Madeleine van Zuylen, Hannaneh Hajishirzi and Iz Beltagy",2020/07/08,12:00–13:00,Session 13A Information Extraction-7
Single-/Multi-Source Cross-Lingual NER via Teacher-Student Learning on Unlabeled Data in Target Language,Long,"Qianhui Wu, Zijia Lin, Börje Karlsson, Jian-Guang LOU and Biqing Huang",2020/07/08,12:00–13:00,Session 13A Information Extraction-7
Synchronous Double-channel Recurrent Network for Aspect-Opinion Pair Extraction,Long,"Shaowei Chen, Jie Liu, Yu Wang, Wenzheng Zhang and Ziming Chi",2020/07/08,12:00–13:00,Session 13A Information Extraction-7
Contrastive Self-Supervised Learning for Commonsense Reasoning,Short,Tassilo Klein and Moin Nabi,2020/07/08,12:00–13:00,Session 13A Machine Learning for NLP-15
Do Transformers Need Deep Long-Range Memory?,Short,Jack Rae and Ali Razavi,2020/07/08,12:00–13:00,Session 13A Machine Learning for NLP-15
Effective Estimation of Deep Generative Language Models,Long,Tom Pelsmaeker and Wilker Aziz,2020/07/08,12:00–13:00,Session 13A Machine Learning for NLP-15
"Exploiting Syntactic Structure for Better Language Modeling: A Syntactic Distance Approach Wenyu Du, Zhouhan Lin, Yikang Shen, Timothy J. O’Donnell, Yoshua Bengio and",Long,Yue Zhang,2020/07/08,12:00–13:00,Session 13A Machine Learning for NLP-15
Highway Transformer: Self-Gating Enhanced Self-Attentive Networks,Long,"Yekun Chai, Shuo Jin and Xinwen Hou",2020/07/08,12:00–13:00,Session 13A Machine Learning for NLP-15
"Improving Disentangled Text Representation Learning with Information- Theoretic Guidance Pengyu Cheng, Martin Renqiang Min, Dinghan Shen, Christopher Malon, Yizhe",Long,"Zhang, Yitong Li and Lawrence Carin",2020/07/08,12:00–13:00,Session 13A Machine Learning for NLP-15
"Low-Dimensional Hyperbolic Knowledge Graph Embeddings Ines Chami, Adva Wolf, Da-Cheng Juan, Frederic Sala, Sujith Ravi and Christopher",Long,Ré,2020/07/08,12:00–13:00,Session 13A Machine Learning for NLP-15
Null It Out: Guarding Protected Attributes by Iterative Nullspace Projection,Long,"Shauli Ravfogel, Yanai Elazar, Hila Gonen, Michael Twiton and Yoav Goldberg",2020/07/08,12:00–13:00,Session 13A Machine Learning for NLP-15
Closing the Gap: Joint De-Identiﬁcation and Concept Extraction in the Clinical Domain,Short,"Lukas Lange, Heike Adel and Jannik Strötgen",2020/07/08,12:00–13:00,Session 13A NLP Applications-10
CorefQA: Coreference Resolution as Query-based Span Prediction,Long,"Wei Wu, Fei Wang, Arianna Yuan, Fei Wu and Jiwei Li",2020/07/08,12:00–13:00,Session 13A NLP Applications-10
From Zero to Hero: Human-In-The-Loop Entity Linking in Low Resource Domains,Long,"Jan-Christoph Klie, Richard Eckart de Castilho and Iryna Gurevych",2020/07/08,12:00–13:00,Session 13A NLP Applications-10
"Language to Network: Conditional Parameter Adaptation with Natural Lan- guage Descriptions Tian Jin, Zhun Liu, Shengjia Yan, Alexandre Eichenberger and Louis-Philippe",Long,Morency,2020/07/08,12:00–13:00,Session 13A NLP Applications-10
"Paraphrase Generation by Learning How to Edit from Samples Amirhossein Kazemnejad, Mohammadreza Salehi and Mahdieh Soleymani",Long,Baghshah,2020/07/08,12:00–13:00,Session 13A NLP Applications-10
"Understanding Advertisements with BERT Kanika Kalra, Bhargav Kurma, Silpa Vadakkeeveetil Sreelatha, Manasi Patwardhan",Short,and Shirish Karande,2020/07/08,12:00–13:00,Session 13A NLP Applications-10
LESSLEX: Linking Multilingual Embeddings to SenSe Representations of Lex- ical Items,CL,"Davide Colla, Enrico Mensa, Daniele P. Radicioni",2020/07/08,12:00–13:00,Session 13A Semantics: Lexical-7
Non-Linear Instance-Based Cross-Lingual Mapping for Non-Isomorphic Embedding Spaces,Short,Goran Glavaš and Ivan Vuli´c,2020/07/08,12:00–13:00,Session 13A Semantics: Lexical-7
Cross-Lingual Semantic Role Labeling with High-Quality Translated Train- ing Corpus,Long,"Hao Fei, Meishan Zhang and Donghong Ji",2020/07/08,12:00–13:00,Session 13A Semantics: Sentence Level-8
FastBERT: a Self-distilling BERT with Adaptive Inference Time,Long,"Weijie Liu, Peng Zhou, Zhiruo Wang, Zhe Zhao, Haotang Deng and QI JU",2020/07/08,12:00–13:00,Session 13A Semantics: Sentence Level-8
Good-Enough Compositional Data Augmentation,Long,Jacob Andreas,2020/07/08,12:00–13:00,Session 13A Semantics: Sentence Level-8
"LogicalFactChecker: Leveraging Logical Operations for Fact Checking with Graph Module Network Wanjun Zhong, Duyu Tang, Zhangyin Feng, Nan Duan, Ming Zhou, Ming Gong,",Long,"Linjun Shou, Daxin Jiang, Jiahai Wang and Jian Yin",2020/07/08,12:00–13:00,Session 13A Semantics: Sentence Level-8
Parsing into Variable-in-situ Logico-Semantic Graphs,Long,Yufei Chen and Weiwei Sun,2020/07/08,12:00–13:00,Session 13A Semantics: Sentence Level-8
"RAT-SQL: Relation-Aware Schema Encoding and Linking for Text-to-SQL Parsers Bailin Wang, Richard Shin, Xiaodong Liu, Oleksandr Polozov and Matthew",Long,Richardson,2020/07/08,12:00–13:00,Session 13A Semantics: Sentence Level-8
Semi-Supervised Semantic Dependency Parsing Using CRF Autoencoders,Long,"Zixia Jia, Youmi Ma, Jiong Cai and Kewei Tu",2020/07/08,12:00–13:00,Session 13A Semantics: Sentence Level-8
Sentence Meta-Embeddings for Unsupervised Semantic Textual Similarity,Short,"Nina Poerner, Ulli Waltinger and Hinrich Schütze",2020/07/08,12:00–13:00,Session 13A Semantics: Sentence Level-8
Transition-based Semantic Dependency Parsing with Pointer Networks,Long,Daniel Fernández-González and Carlos Gómez-Rodríguez,2020/07/08,12:00–13:00,Session 13A Semantics: Sentence Level-8
tBERT: Topic Models and BERT Joining Forces for Semantic Similarity Detection,Short,"Nicole Peinelt, Dong Nguyen and Maria Liakata",2020/07/08,12:00–13:00,Session 13A Semantics: Sentence Level-8
"Curriculum Learning for Natural Language Understanding Benfeng Xu, Licheng Zhang, Zhendong Mao, Quan Wang, Hongtao Xie and Yong-",Long,dong Zhang,2020/07/08,12:00–13:00,Session 13A Semantics: Textual Inference and Other Areas of Semantics-5
Evidence-Aware Inferential Text Generation with Vector Quantised Varia- tional AutoEncoder,Long,"Daya Guo, Duyu Tang, Nan Duan, Jian Yin, Daxin Jiang and Ming Zhou",2020/07/08,12:00–13:00,Session 13A Semantics: Textual Inference and Other Areas of Semantics-5
Fine-grained Fact Veriﬁcation with Kernel Graph Attention Network,Long,"Zhenghao Liu, Chenyan Xiong, Maosong Sun and Zhiyuan Liu",2020/07/08,12:00–13:00,Session 13A Semantics: Textual Inference and Other Areas of Semantics-5
NeuInfer: Knowledge Inference on N-ary Facts,Long,"Saiping Guan, Xiaolong Jin, Jiafeng Guo, Yuanzhuo Wang and Xueqi Cheng",2020/07/08,12:00–13:00,Session 13A Semantics: Textual Inference and Other Areas of Semantics-5
Neural Graph Matching Networks for Chinese Short Text Matching,Short,"Lu Chen, Yanbin Zhao, Boer Lyu, Lesheng Jin, Zhi Chen, Su Zhu and Kai Yu",2020/07/08,12:00–13:00,Session 13A Semantics: Textual Inference and Other Areas of Semantics-5
Premise Selection in Natural Language Mathematical Texts,Long,Deborah Ferreira and André Freitas,2020/07/08,12:00–13:00,Session 13A Semantics: Textual Inference and Other Areas of Semantics-5
"Reasoning Over Semantic-Level Graph for Fact Checking Wanjun Zhong, Jingjing Xu, Duyu Tang, Zenan Xu, Nan Duan, Ming Zhou, Jiahai",Long,Wang and Jian Yin,2020/07/08,12:00–13:00,Session 13A Semantics: Textual Inference and Other Areas of Semantics-5
Temporal Common Sense Acquisition with Minimal Supervision,Long,"Ben Zhou, Qiang Ning, Daniel Khashabi and Dan Roth",2020/07/08,12:00–13:00,Session 13A Semantics: Textual Inference and Other Areas of Semantics-5
"The Sensitivity of Language Models and Humans to Winograd Schema Per- turbations Mostafa Abdou, Vinit Ravishankar, Maria Barrett, Yonatan Belinkov, Desmond El-",Long,liott and Anders Søgaard,2020/07/08,12:00–13:00,Session 13A Semantics: Textual Inference and Other Areas of Semantics-5
Conditional Augmentation for Aspect Term Extraction via Masked Sequence-to-Sequence Generation,Long,"Kun Li, Chengbo Chen, Xiaojun Quan, Qing Ling and Yan Song",2020/07/08,12:00–13:00,"Session 13A Sentiment Analysis, Stylistic Analysis, and Argument Mining-11"
"Exploiting Personal Characteristics of Debaters for Predicting Persuasive- ness Khalid Al Khatib, Michael Völske, Shahbaz Syed, Nikolay Kolyada and Benno",Short,Stein,2020/07/08,12:00–13:00,"Session 13A Sentiment Analysis, Stylistic Analysis, and Argument Mining-11"
"Out of the Echo Chamber: Detecting Countering Debate Speeches Matan Orbach, Yonatan Bilu, Assaf Toledo, Dan Lahav, Michal Jacovi, Ranit",Long,Aharonov and Noam Slonim,2020/07/08,12:00–13:00,"Session 13A Sentiment Analysis, Stylistic Analysis, and Argument Mining-11"
"Pre-training via Leveraging Assisting Languages for Neural Machine Trans- lation Haiyue Song, Raj Dabre, Zhuoyuan Mao, Fei Cheng, Sadao Kurohashi and Eiichiro",SRW,Sumita,2020/07/08,12:00–13:00,Session 13A Student Research Workshop
A Simple and Effective Dependency Parser for Telugu,SRW,"Sneha Nallani, Manish Shrivastava and Dipti Sharma",2020/07/08,12:00–13:00,Session 13A Student Research Workshop
Cross-Lingual Disaster-related Multi-label Tweet Classiﬁcation with Mani- fold Mixup,SRW,"Jishnu Ray Chowdhury, Cornelia Caragea and Doina Caragea",2020/07/08,12:00–13:00,Session 13A Student Research Workshop
"Prta: A System to Support the Analysis of Propaganda Techniques in the News Giovanni Da San Martino, Shaden Shaar, Yifan Zhang, Seunghak Yu, Alberto",Demo,Barrón-Cedeño and Preslav Nakov,2020/07/08,12:45–13:30,"[Demo] Clinical-Coder: Assigning Interpretable ICD-10 Codes to Chinese Clinical
Notes
Pengfei Cao, Chenwei Yan, Xiangling Fu, Yubo Chen, Kang Liu, Jun Zhao, Sheng-
ping Liu and Weifeng Chong"
